image_name,tags
test_3167,haze primary habitation road cultivation slash_burn
test_3168,haze primary road cultivation slash_burn
test_3169,haze primary habitation road cultivation slash_burn
test_3170,haze primary habitation road cultivation slash_burn
test_3171,haze primary road cultivation slash_burn
test_3172,haze primary habitation road cultivation slash_burn conventional_mine
test_3173,haze primary habitation road cultivation slash_burn
test_3174,haze primary habitation road cultivation slash_burn
test_3175,haze primary habitation road cultivation slash_burn
test_3176,haze primary habitation road cultivation slash_burn
test_3177,haze primary habitation road cultivation slash_burn
test_3178,haze primary habitation road cultivation slash_burn conventional_mine
test_3179,haze primary habitation road cultivation slash_burn conventional_mine
test_3180,haze primary habitation road cultivation slash_burn
test_3181,haze primary water road cultivation slash_burn selective_logging
test_3182,haze primary habitation road cultivation slash_burn
test_3183,haze primary road cultivation slash_burn selective_logging
test_3184,haze primary habitation road cultivation slash_burn
test_3185,haze primary habitation road cultivation slash_burn
test_3186,haze primary habitation road cultivation slash_burn
test_3187,haze primary habitation road cultivation slash_burn
test_3188,haze primary habitation road cultivation slash_burn
test_3189,haze primary habitation road cultivation slash_burn conventional_mine
test_3190,haze primary habitation road cultivation slash_burn conventional_mine
test_3191,haze primary habitation road cultivation slash_burn
test_3192,haze primary habitation road cultivation slash_burn conventional_mine
test_3193,haze primary habitation road cultivation slash_burn conventional_mine
test_3194,haze primary habitation road cultivation slash_burn conventional_mine
test_3195,haze primary habitation road cultivation slash_burn conventional_mine
test_3196,haze primary habitation road cultivation slash_burn
test_3197,haze primary habitation road cultivation slash_burn
test_3198,haze primary habitation road cultivation slash_burn conventional_mine
test_3199,haze primary habitation road cultivation slash_burn conventional_mine
test_3200,haze primary habitation road cultivation slash_burn conventional_mine
test_3201,haze primary habitation road cultivation slash_burn
test_3202,haze primary habitation road cultivation slash_burn
test_3203,haze primary habitation road cultivation slash_burn
test_3204,haze primary habitation road cultivation slash_burn
test_3205,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_3206,haze primary habitation road cultivation slash_burn
test_3207,haze primary habitation road cultivation slash_burn conventional_mine
test_3208,haze primary habitation road cultivation slash_burn conventional_mine
test_3209,haze primary habitation road cultivation slash_burn conventional_mine
test_3210,haze primary habitation road cultivation slash_burn
test_3211,haze primary habitation road cultivation slash_burn
test_3212,haze primary road cultivation slash_burn
test_3213,haze primary habitation road cultivation slash_burn conventional_mine
test_3214,haze primary habitation road cultivation slash_burn selective_logging
test_3215,haze primary habitation road cultivation slash_burn
test_3216,haze primary habitation road cultivation slash_burn
test_3217,haze primary habitation road cultivation slash_burn
test_3218,haze primary habitation road cultivation slash_burn conventional_mine
test_3219,haze primary habitation road cultivation slash_burn conventional_mine
test_3220,haze primary habitation road cultivation slash_burn
test_3221,haze primary habitation road cultivation slash_burn
test_3222,haze habitation road cultivation slash_burn
test_3223,haze primary road cultivation slash_burn
test_3224,haze primary habitation road cultivation slash_burn
test_3225,haze primary habitation road cultivation slash_burn conventional_mine
test_3226,haze primary habitation road cultivation slash_burn conventional_mine
test_3227,haze primary habitation road cultivation slash_burn conventional_mine
test_3228,haze primary habitation road cultivation slash_burn
test_3229,haze primary habitation road cultivation slash_burn
test_3230,haze primary road cultivation slash_burn
test_3231,haze primary habitation road cultivation slash_burn conventional_mine
test_3232,haze primary habitation road cultivation slash_burn conventional_mine
test_3233,haze habitation road cultivation slash_burn conventional_mine
test_3234,haze primary habitation road cultivation slash_burn
test_3235,haze primary road cultivation slash_burn
test_3236,haze primary habitation road cultivation slash_burn
test_3237,haze primary habitation road cultivation slash_burn
test_3238,haze primary habitation road cultivation slash_burn conventional_mine
test_3239,haze primary habitation road cultivation slash_burn
test_3240,haze primary road cultivation slash_burn
test_3241,haze primary habitation cultivation slash_burn conventional_mine
test_3242,haze primary habitation road cultivation slash_burn conventional_mine
test_3243,haze primary habitation road cultivation slash_burn conventional_mine
test_3244,haze primary habitation road cultivation slash_burn
test_3245,haze primary habitation road cultivation slash_burn
test_3246,haze primary habitation road cultivation slash_burn conventional_mine
test_3247,haze primary habitation road cultivation slash_burn conventional_mine
test_3248,haze primary habitation road cultivation slash_burn
test_3249,haze habitation road cultivation slash_burn conventional_mine
test_3250,haze primary habitation road cultivation slash_burn conventional_mine
test_3251,haze primary habitation road cultivation slash_burn conventional_mine
test_3252,haze primary habitation road cultivation slash_burn selective_logging
test_3253,haze primary road cultivation slash_burn
test_3254,haze primary habitation road cultivation slash_burn conventional_mine
test_3255,haze primary habitation road cultivation slash_burn
test_3256,haze primary habitation road cultivation slash_burn
test_3257,haze primary habitation road cultivation slash_burn
test_3258,haze primary habitation road cultivation slash_burn
test_3259,haze primary habitation road cultivation slash_burn conventional_mine
test_3260,haze primary habitation road cultivation slash_burn
test_3261,haze primary habitation road cultivation slash_burn
test_3262,haze primary habitation road cultivation slash_burn
test_3263,haze primary habitation road cultivation slash_burn
test_3264,haze primary road cultivation slash_burn
test_3265,haze primary habitation road cultivation slash_burn
test_3266,haze primary habitation road cultivation slash_burn
test_3267,haze primary habitation road cultivation slash_burn conventional_mine
test_3268,haze primary habitation road cultivation slash_burn conventional_mine
test_3269,haze primary habitation road cultivation slash_burn conventional_mine
test_3270,haze primary habitation road cultivation slash_burn
test_3271,haze primary habitation road cultivation slash_burn
test_3272,haze primary habitation road cultivation slash_burn conventional_mine
test_3273,haze primary habitation road cultivation slash_burn
test_3274,haze primary habitation road cultivation slash_burn conventional_mine
test_3275,haze road cultivation slash_burn conventional_mine
test_3276,haze primary habitation road cultivation slash_burn
test_3277,haze habitation road cultivation slash_burn conventional_mine
test_3278,haze primary habitation road cultivation slash_burn conventional_mine
test_3279,haze primary habitation road cultivation slash_burn conventional_mine
test_3280,haze primary habitation road cultivation slash_burn
test_3281,haze primary road cultivation slash_burn
test_3282,haze primary habitation road cultivation slash_burn conventional_mine
test_3283,haze primary habitation road cultivation slash_burn conventional_mine
test_3284,haze primary habitation road cultivation slash_burn
test_3285,haze primary habitation road cultivation slash_burn
test_3286,haze primary water road cultivation slash_burn
test_3287,haze primary habitation road cultivation slash_burn conventional_mine
test_3288,haze primary habitation cultivation slash_burn conventional_mine
test_3289,haze primary habitation road cultivation slash_burn
test_3290,haze primary habitation road cultivation slash_burn
test_3291,haze primary habitation road cultivation slash_burn
test_3292,haze primary habitation road cultivation slash_burn conventional_mine
test_3293,haze primary habitation road cultivation slash_burn
test_3294,haze primary habitation road cultivation slash_burn
test_3295,haze primary habitation road cultivation slash_burn
test_3296,haze primary habitation road cultivation slash_burn
test_3297,haze primary habitation road cultivation slash_burn conventional_mine
test_3298,haze primary habitation road cultivation slash_burn
test_3299,haze primary habitation road cultivation slash_burn conventional_mine
test_3300,haze primary habitation road cultivation slash_burn
test_3301,haze primary habitation road cultivation slash_burn conventional_mine
test_3302,haze primary habitation road cultivation slash_burn conventional_mine
test_3303,haze primary habitation road cultivation slash_burn
test_3304,haze primary habitation road cultivation slash_burn conventional_mine
test_3305,haze primary habitation road cultivation slash_burn
test_3306,haze primary road cultivation slash_burn
test_3307,haze primary habitation road cultivation slash_burn conventional_mine
test_3308,haze primary habitation road cultivation slash_burn conventional_mine
test_3309,haze primary habitation road cultivation slash_burn conventional_mine
test_3310,haze primary habitation road cultivation slash_burn conventional_mine
test_3311,haze road cultivation slash_burn
test_3312,haze primary habitation road cultivation slash_burn conventional_mine
test_3313,haze primary habitation road cultivation slash_burn conventional_mine
test_3314,haze primary habitation road cultivation slash_burn
test_3315,haze primary habitation road cultivation slash_burn
test_3316,haze primary habitation road cultivation slash_burn
test_3317,haze primary road cultivation slash_burn
test_3318,haze primary habitation road cultivation slash_burn
test_3319,haze primary habitation road cultivation slash_burn
test_3320,haze primary habitation road cultivation slash_burn conventional_mine
test_3321,haze primary road cultivation slash_burn
test_3322,haze primary habitation road cultivation slash_burn
test_3323,haze primary habitation road cultivation slash_burn
test_3324,haze primary habitation road cultivation slash_burn
test_3325,haze primary habitation road cultivation slash_burn
test_3326,haze primary habitation road cultivation slash_burn
test_3327,haze primary habitation road cultivation slash_burn
test_3328,haze primary habitation road cultivation slash_burn
test_3329,haze primary habitation road cultivation slash_burn conventional_mine
test_3330,haze primary habitation road cultivation slash_burn
test_3331,haze primary habitation road cultivation slash_burn
test_3332,haze primary habitation road cultivation slash_burn conventional_mine
test_3333,haze primary habitation road cultivation slash_burn conventional_mine
test_3334,haze primary habitation road cultivation slash_burn
test_3335,haze primary habitation road cultivation slash_burn
test_3336,haze primary habitation road cultivation slash_burn conventional_mine
test_3337,haze primary habitation road cultivation slash_burn conventional_mine
test_3338,haze primary habitation road cultivation slash_burn conventional_mine
test_3339,haze primary habitation road cultivation slash_burn
test_3340,haze primary habitation road cultivation slash_burn conventional_mine
test_3341,haze primary habitation road cultivation slash_burn
test_3342,haze primary habitation road cultivation slash_burn
test_3343,haze primary habitation road cultivation slash_burn
test_3344,haze primary habitation road cultivation slash_burn conventional_mine
test_3345,haze primary habitation road cultivation slash_burn
test_3346,haze primary habitation road cultivation slash_burn conventional_mine
test_3347,haze primary habitation road cultivation slash_burn
test_3348,haze primary road cultivation slash_burn
test_3349,haze primary habitation road cultivation slash_burn
test_3350,haze primary habitation road cultivation slash_burn conventional_mine
test_3351,haze primary habitation road cultivation slash_burn conventional_mine
test_3352,haze primary habitation road cultivation slash_burn conventional_mine
test_3353,haze primary habitation road cultivation slash_burn conventional_mine
test_3354,haze primary water habitation road cultivation slash_burn selective_logging
test_3355,haze primary habitation road cultivation slash_burn conventional_mine
test_3356,haze primary habitation road cultivation slash_burn conventional_mine
test_3357,haze primary habitation road cultivation slash_burn
test_3358,haze primary habitation road cultivation slash_burn
test_3359,haze primary habitation road cultivation slash_burn
test_3360,haze primary road cultivation slash_burn conventional_mine
test_3361,haze primary habitation road cultivation slash_burn conventional_mine
test_3362,haze primary habitation road cultivation slash_burn
test_3363,haze primary habitation road cultivation slash_burn
test_3364,haze primary habitation road cultivation slash_burn
test_3365,haze primary road cultivation slash_burn
test_3366,haze primary habitation road cultivation slash_burn
test_3367,haze primary habitation road cultivation slash_burn
test_3368,haze primary habitation road cultivation slash_burn
test_3369,haze primary habitation road cultivation slash_burn
test_3370,haze primary habitation road cultivation slash_burn
test_3371,haze primary habitation road cultivation slash_burn
test_3372,haze primary habitation road cultivation slash_burn conventional_mine
test_3373,haze primary habitation road cultivation slash_burn conventional_mine
test_3374,haze primary road cultivation slash_burn
test_3375,haze primary habitation road cultivation slash_burn
test_3376,haze primary habitation road cultivation slash_burn conventional_mine
test_3377,haze primary habitation road cultivation slash_burn
test_3378,haze primary road cultivation slash_burn
test_3379,haze primary habitation road cultivation slash_burn conventional_mine
test_3380,haze primary habitation road cultivation slash_burn conventional_mine
test_3381,haze primary habitation road cultivation slash_burn
test_3382,haze primary habitation road cultivation slash_burn selective_logging
test_3383,haze primary habitation road cultivation slash_burn
test_3384,haze primary habitation road cultivation slash_burn conventional_mine
test_3385,haze primary habitation road cultivation slash_burn
test_3386,haze primary habitation road cultivation slash_burn
test_3387,haze primary habitation road cultivation slash_burn conventional_mine
test_3388,haze primary habitation road cultivation slash_burn
test_3389,haze primary habitation road cultivation slash_burn
test_3390,haze primary habitation road cultivation slash_burn conventional_mine
test_3391,haze primary habitation road cultivation slash_burn conventional_mine
test_3392,haze primary habitation road cultivation slash_burn
test_3393,haze primary habitation road cultivation slash_burn conventional_mine
test_3394,haze primary habitation road cultivation slash_burn conventional_mine
test_3395,haze primary habitation road cultivation slash_burn
test_3396,haze primary habitation road cultivation slash_burn
test_3397,haze primary habitation road cultivation slash_burn
test_3398,haze primary habitation road cultivation slash_burn conventional_mine
test_3399,haze primary habitation road cultivation slash_burn
test_3400,haze primary habitation road cultivation slash_burn conventional_mine
test_3401,haze primary habitation road cultivation slash_burn
test_3402,haze primary habitation road cultivation slash_burn conventional_mine
test_3403,haze primary habitation road cultivation slash_burn conventional_mine
test_3404,haze primary road cultivation slash_burn
test_3405,haze primary habitation road cultivation slash_burn
test_3406,haze primary habitation road cultivation slash_burn
test_3407,haze primary habitation road cultivation slash_burn
test_3408,haze primary habitation road cultivation slash_burn conventional_mine
test_3409,haze primary habitation road cultivation slash_burn
test_3410,haze primary habitation road cultivation slash_burn
test_3411,haze primary habitation road cultivation slash_burn conventional_mine
test_3412,haze primary habitation road cultivation slash_burn conventional_mine
test_3413,haze primary habitation road cultivation slash_burn conventional_mine
test_3414,haze primary habitation road cultivation slash_burn
test_3415,haze primary habitation road cultivation slash_burn conventional_mine
test_3416,haze primary habitation road cultivation slash_burn conventional_mine
test_3417,haze primary habitation road cultivation slash_burn conventional_mine
test_3418,haze primary habitation road cultivation slash_burn
test_3419,haze primary habitation road cultivation slash_burn
test_3420,haze primary habitation road cultivation slash_burn
test_3421,haze primary habitation road cultivation slash_burn
test_3422,haze primary habitation road cultivation slash_burn
test_3423,haze primary road cultivation slash_burn conventional_mine
test_3424,haze primary road cultivation slash_burn
test_3425,haze primary habitation road cultivation slash_burn conventional_mine
test_3426,haze primary habitation road cultivation slash_burn
test_3427,haze primary habitation road cultivation slash_burn
test_3428,haze primary habitation road cultivation slash_burn conventional_mine
test_3429,haze primary habitation road cultivation slash_burn
test_3430,haze primary habitation road cultivation slash_burn conventional_mine
test_3431,haze primary habitation road cultivation slash_burn conventional_mine
test_3432,haze primary habitation road cultivation slash_burn
test_3433,haze primary habitation road cultivation slash_burn
test_3434,haze primary habitation road cultivation slash_burn conventional_mine
test_3435,haze primary habitation road cultivation slash_burn
test_3436,haze primary habitation road cultivation slash_burn conventional_mine
test_3437,haze primary habitation road cultivation slash_burn
test_3438,haze primary habitation road cultivation slash_burn
test_3439,haze primary habitation road cultivation slash_burn conventional_mine
test_3440,haze primary habitation road cultivation slash_burn
test_3441,haze primary habitation road cultivation slash_burn
test_3442,haze primary habitation road cultivation slash_burn
test_3443,haze primary habitation road cultivation slash_burn conventional_mine
test_3444,haze primary habitation road cultivation slash_burn
test_3445,haze primary habitation road cultivation slash_burn
test_3446,haze primary habitation road cultivation slash_burn
test_3447,haze primary habitation road cultivation slash_burn conventional_mine
test_3448,haze primary habitation road cultivation slash_burn conventional_mine
test_3449,haze primary habitation road cultivation slash_burn
test_3450,haze primary habitation road cultivation slash_burn
test_3451,haze primary habitation road cultivation slash_burn
test_3452,haze primary habitation road cultivation slash_burn
test_3453,haze primary habitation road cultivation slash_burn conventional_mine
test_3454,haze primary habitation road cultivation slash_burn conventional_mine
test_3455,haze primary habitation road cultivation slash_burn
test_3456,haze primary habitation road cultivation slash_burn
test_3457,haze primary habitation road cultivation slash_burn
test_3458,haze primary habitation road cultivation slash_burn conventional_mine
test_3459,haze primary habitation road cultivation slash_burn conventional_mine
test_3460,haze primary habitation road cultivation slash_burn
test_3461,haze primary habitation road cultivation slash_burn conventional_mine
test_3462,haze primary habitation road cultivation slash_burn
test_3463,haze primary road cultivation slash_burn
test_3464,haze primary habitation road cultivation slash_burn
test_3465,haze primary habitation road cultivation slash_burn
test_3466,haze primary habitation road cultivation slash_burn conventional_mine
test_3467,haze primary road cultivation slash_burn selective_logging
test_3468,haze primary road cultivation slash_burn conventional_mine
test_3469,haze primary water habitation road cultivation slash_burn conventional_mine
test_3470,haze primary road cultivation slash_burn
test_3471,haze primary habitation road cultivation slash_burn
test_3472,haze primary habitation road cultivation slash_burn conventional_mine
test_3473,haze primary habitation road cultivation slash_burn
test_3474,haze primary water road cultivation slash_burn blooming
test_3475,haze primary road cultivation slash_burn
test_3476,haze primary habitation road cultivation slash_burn
test_3477,haze primary habitation road cultivation slash_burn
test_3478,haze primary habitation road cultivation slash_burn conventional_mine
test_3479,haze primary habitation road cultivation slash_burn conventional_mine
test_3480,haze primary habitation road cultivation slash_burn
test_3481,haze primary habitation road cultivation slash_burn conventional_mine
test_3482,haze primary habitation road cultivation slash_burn
test_3483,haze primary road cultivation slash_burn
test_3484,haze primary habitation road cultivation slash_burn
test_3485,haze primary habitation road cultivation slash_burn
test_3486,haze primary road cultivation slash_burn conventional_mine
test_3487,haze primary habitation road cultivation slash_burn conventional_mine
test_3488,haze primary habitation road cultivation slash_burn
test_3489,haze primary habitation road cultivation slash_burn
test_3490,haze primary habitation road cultivation slash_burn
test_3491,haze primary habitation road cultivation slash_burn conventional_mine
test_3492,haze primary habitation road cultivation slash_burn
test_3493,haze primary habitation road cultivation slash_burn conventional_mine
test_3494,haze primary habitation road cultivation slash_burn
test_3495,haze primary habitation road cultivation slash_burn
test_3496,haze primary road cultivation slash_burn conventional_mine
test_3497,haze primary habitation road cultivation slash_burn conventional_mine
test_3498,haze primary habitation road cultivation slash_burn
test_3499,haze primary habitation road cultivation slash_burn
test_3500,haze primary habitation road cultivation slash_burn
test_3501,haze primary habitation road cultivation slash_burn
test_3502,haze primary habitation road cultivation slash_burn conventional_mine
test_3503,haze primary habitation road cultivation slash_burn
test_3504,haze primary habitation road cultivation slash_burn
test_3505,haze primary habitation road cultivation slash_burn
test_3506,haze primary habitation road cultivation slash_burn conventional_mine
test_3507,haze primary habitation road cultivation slash_burn
test_3508,haze primary road cultivation slash_burn
test_3509,haze primary habitation road cultivation slash_burn conventional_mine
test_3510,haze primary habitation road cultivation slash_burn conventional_mine
test_3511,haze primary habitation road cultivation slash_burn
test_3512,haze primary habitation road cultivation slash_burn
test_3513,haze primary habitation road cultivation slash_burn
test_3514,haze primary habitation road cultivation slash_burn conventional_mine
test_3515,haze primary road cultivation slash_burn selective_logging
test_3516,haze primary water road cultivation slash_burn blooming
test_3517,haze primary habitation road cultivation slash_burn conventional_mine
test_3518,haze primary habitation road cultivation slash_burn
test_3519,haze primary road cultivation slash_burn
test_3520,haze primary habitation road cultivation slash_burn conventional_mine
test_3521,haze primary habitation road cultivation slash_burn
test_3522,haze primary habitation road cultivation slash_burn conventional_mine
test_3523,haze primary habitation road cultivation slash_burn
test_3524,haze primary habitation road cultivation slash_burn conventional_mine
test_3525,haze primary habitation road cultivation slash_burn
test_3526,haze primary habitation road cultivation slash_burn conventional_mine
test_3527,haze primary habitation road cultivation slash_burn
test_3528,haze primary habitation road cultivation slash_burn
test_3529,haze primary habitation road cultivation slash_burn conventional_mine
test_3530,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_3531,haze primary road cultivation slash_burn
test_3532,haze primary road cultivation slash_burn conventional_mine
test_3533,haze primary habitation road cultivation slash_burn
test_3534,haze primary habitation road cultivation slash_burn
test_3535,haze primary habitation road cultivation slash_burn
test_3536,haze primary habitation road cultivation slash_burn
test_3537,haze primary road cultivation slash_burn
test_3538,haze primary habitation road cultivation slash_burn
test_3539,haze primary habitation road cultivation slash_burn
test_3540,haze primary habitation road cultivation slash_burn
test_3541,haze primary habitation road cultivation slash_burn conventional_mine
test_3542,haze primary habitation road cultivation slash_burn conventional_mine
test_3543,haze primary habitation road cultivation slash_burn
test_3544,haze primary habitation road cultivation slash_burn conventional_mine
test_3545,haze primary habitation road cultivation slash_burn
test_3546,haze primary habitation road cultivation slash_burn
test_3547,haze primary habitation road cultivation slash_burn
test_3548,haze primary habitation road cultivation slash_burn
test_3549,haze primary habitation road cultivation slash_burn
test_3550,haze primary habitation road cultivation slash_burn conventional_mine
test_3551,haze primary habitation road cultivation slash_burn conventional_mine
test_3552,haze primary habitation road cultivation slash_burn
test_3553,haze primary habitation road cultivation slash_burn
test_3554,haze primary habitation road cultivation slash_burn
test_3555,haze primary water habitation road cultivation slash_burn conventional_mine
test_3556,haze primary habitation road cultivation slash_burn conventional_mine
test_3557,haze primary habitation road cultivation slash_burn
test_3558,haze primary habitation road cultivation slash_burn
test_3559,haze primary habitation road cultivation slash_burn conventional_mine
test_3560,haze primary habitation road cultivation slash_burn conventional_mine
test_3561,haze primary habitation road cultivation slash_burn conventional_mine
test_3562,haze primary habitation road cultivation slash_burn conventional_mine
test_3563,haze primary habitation road cultivation slash_burn
test_3564,haze primary road cultivation slash_burn
test_3565,haze primary habitation road cultivation slash_burn
test_3566,haze primary habitation road cultivation slash_burn conventional_mine
test_3567,haze primary habitation road cultivation slash_burn
test_3568,haze primary habitation road cultivation slash_burn
test_3569,haze primary habitation road cultivation slash_burn
test_3570,haze primary habitation road cultivation slash_burn
test_3571,haze primary road cultivation slash_burn
test_3572,haze primary habitation road cultivation slash_burn
test_3573,haze primary habitation road cultivation slash_burn conventional_mine
test_3574,haze primary habitation road cultivation slash_burn
test_3575,haze primary habitation road cultivation slash_burn
test_3576,haze primary habitation road cultivation slash_burn conventional_mine
test_3577,haze primary habitation road cultivation slash_burn
test_3578,haze primary habitation road cultivation slash_burn
test_3579,haze primary habitation road cultivation slash_burn conventional_mine
test_3580,haze primary habitation road cultivation slash_burn
test_3581,haze primary habitation road cultivation slash_burn
test_3582,haze primary habitation road cultivation slash_burn
test_3583,haze primary habitation road cultivation slash_burn
test_3584,haze primary habitation road cultivation slash_burn conventional_mine
test_3585,haze primary habitation road cultivation slash_burn
test_3586,haze primary habitation road cultivation slash_burn
test_3587,haze primary habitation road cultivation slash_burn conventional_mine
test_3588,haze primary habitation road cultivation slash_burn
test_3589,haze primary habitation road cultivation slash_burn conventional_mine
test_3590,haze primary habitation road cultivation slash_burn conventional_mine
test_3591,haze primary habitation road cultivation slash_burn
test_3592,haze primary habitation road cultivation slash_burn
test_3593,haze primary habitation road cultivation slash_burn conventional_mine
test_3594,haze primary road cultivation slash_burn conventional_mine
test_3595,haze primary habitation road cultivation slash_burn
test_3596,haze primary habitation road cultivation slash_burn
test_3597,haze primary habitation road cultivation slash_burn conventional_mine
test_3598,haze primary habitation road cultivation slash_burn
test_3599,haze primary habitation road cultivation slash_burn
test_3600,haze primary habitation road cultivation slash_burn conventional_mine
test_3601,haze primary habitation road cultivation slash_burn conventional_mine
test_3602,haze primary habitation road cultivation slash_burn
test_3603,haze primary habitation road cultivation slash_burn conventional_mine
test_3604,haze primary habitation road cultivation slash_burn
test_3605,haze primary habitation road cultivation slash_burn
test_3606,haze primary habitation road cultivation slash_burn
test_3607,haze primary habitation road cultivation slash_burn
test_3608,haze primary habitation road cultivation slash_burn
test_3609,haze primary habitation road cultivation slash_burn
test_3610,haze primary habitation road cultivation slash_burn conventional_mine
test_3611,haze primary habitation road cultivation slash_burn
test_3612,haze primary habitation road cultivation slash_burn
test_3613,haze primary habitation road cultivation slash_burn
test_3614,haze primary habitation road cultivation slash_burn selective_logging
test_3615,haze primary habitation road cultivation slash_burn
test_3616,haze primary habitation road cultivation slash_burn conventional_mine
test_3617,haze primary habitation road cultivation slash_burn conventional_mine
test_3618,haze primary habitation road cultivation slash_burn
test_3619,haze primary habitation road cultivation slash_burn
test_3620,haze primary habitation road cultivation slash_burn conventional_mine
test_3621,haze primary habitation road cultivation slash_burn conventional_mine
test_3622,haze primary habitation road cultivation slash_burn conventional_mine
test_3623,haze primary road cultivation slash_burn
test_3624,haze primary habitation road cultivation slash_burn
test_3625,haze primary habitation road cultivation slash_burn conventional_mine
test_3626,haze primary habitation road cultivation slash_burn
test_3627,haze primary habitation road cultivation slash_burn
test_3628,haze primary habitation road cultivation slash_burn
test_3629,haze primary habitation road cultivation slash_burn conventional_mine
test_3630,haze primary habitation road cultivation slash_burn conventional_mine
test_3631,haze primary habitation road cultivation slash_burn
test_3632,haze primary road cultivation slash_burn conventional_mine selective_logging
test_3633,haze primary habitation road cultivation slash_burn conventional_mine
test_3634,haze primary habitation road cultivation slash_burn
test_3635,haze primary habitation road cultivation slash_burn conventional_mine
test_3636,haze primary habitation road cultivation slash_burn
test_3637,haze primary habitation road cultivation slash_burn
test_3638,haze primary habitation road cultivation slash_burn
test_3639,haze primary habitation road cultivation slash_burn conventional_mine
test_3640,haze primary habitation road cultivation slash_burn
test_3641,haze primary habitation road cultivation slash_burn
test_3642,haze primary road cultivation slash_burn
test_3643,haze primary habitation road cultivation slash_burn conventional_mine
test_3644,haze primary habitation road cultivation slash_burn conventional_mine
test_3645,haze primary habitation road cultivation slash_burn
test_3646,haze primary habitation road cultivation slash_burn conventional_mine
test_3647,haze primary habitation road cultivation slash_burn
test_3648,haze primary habitation road cultivation slash_burn
test_3649,haze primary habitation road cultivation slash_burn
test_3650,haze primary habitation road cultivation slash_burn
test_3651,haze primary water habitation road cultivation slash_burn
test_3652,haze primary habitation road cultivation slash_burn conventional_mine
test_3653,haze primary habitation road cultivation slash_burn conventional_mine
test_3654,haze primary habitation road cultivation slash_burn
test_3655,haze primary habitation road cultivation slash_burn
test_3656,haze primary habitation road cultivation slash_burn
test_3657,haze primary habitation road cultivation slash_burn
test_3658,haze primary habitation road cultivation slash_burn
test_3659,haze road cultivation slash_burn conventional_mine
test_3660,haze primary habitation road cultivation slash_burn
test_3661,haze primary habitation road cultivation slash_burn conventional_mine
test_3662,haze primary road cultivation slash_burn
test_3663,haze primary habitation road cultivation slash_burn conventional_mine
test_3664,haze primary road cultivation slash_burn
test_3665,haze primary road cultivation slash_burn conventional_mine selective_logging
test_3666,haze primary road cultivation slash_burn
test_3667,haze primary habitation road cultivation slash_burn
test_3668,haze primary habitation road cultivation slash_burn conventional_mine
test_3669,haze primary habitation road cultivation slash_burn
test_3670,haze primary habitation road cultivation slash_burn
test_3671,haze primary habitation road cultivation slash_burn conventional_mine
test_3672,haze primary habitation road cultivation slash_burn
test_3673,haze primary habitation road cultivation slash_burn
test_3674,haze primary habitation road cultivation slash_burn
test_3675,haze primary road cultivation slash_burn
test_3676,haze primary habitation road cultivation slash_burn
test_3677,haze primary habitation road cultivation slash_burn conventional_mine
test_3678,haze primary habitation road cultivation slash_burn
test_3679,haze primary road cultivation slash_burn
test_3680,haze primary habitation road cultivation slash_burn
test_3681,haze primary habitation road cultivation slash_burn
test_3682,haze primary habitation road cultivation slash_burn
test_3683,haze primary water habitation road cultivation slash_burn selective_logging
test_3684,haze primary habitation road cultivation slash_burn conventional_mine
test_3685,haze primary habitation road cultivation slash_burn conventional_mine
test_3686,haze primary habitation road cultivation slash_burn
test_3687,haze habitation road cultivation slash_burn
test_3688,haze primary habitation road cultivation slash_burn conventional_mine
test_3689,haze primary habitation road cultivation slash_burn conventional_mine
test_3690,haze primary habitation road cultivation slash_burn conventional_mine
test_3691,haze primary road cultivation slash_burn conventional_mine
test_3692,haze primary habitation road cultivation slash_burn
test_3693,haze primary habitation road cultivation slash_burn
test_3694,haze primary road cultivation slash_burn
test_3695,haze primary habitation road cultivation slash_burn conventional_mine
test_3696,haze primary habitation road cultivation slash_burn
test_3697,haze primary habitation road cultivation slash_burn
test_3698,haze primary habitation road cultivation slash_burn
test_3699,haze primary habitation road cultivation slash_burn conventional_mine
test_3700,haze primary habitation road cultivation slash_burn
test_3701,haze primary habitation road cultivation slash_burn
test_3702,haze primary habitation road cultivation slash_burn conventional_mine
test_3703,haze primary habitation road cultivation slash_burn
test_3704,haze primary road cultivation slash_burn
test_3705,haze primary habitation road cultivation slash_burn
test_3706,haze primary habitation road cultivation slash_burn conventional_mine
test_3707,haze primary habitation road cultivation slash_burn conventional_mine
test_3708,haze primary habitation road cultivation slash_burn conventional_mine selective_logging
test_3709,haze primary habitation road cultivation slash_burn conventional_mine
test_3710,haze primary road cultivation slash_burn
test_3711,haze primary habitation road cultivation slash_burn
test_3712,haze primary habitation road cultivation slash_burn
test_3713,haze primary habitation road cultivation slash_burn conventional_mine
test_3714,haze primary habitation road cultivation slash_burn
test_3715,haze primary habitation road cultivation slash_burn
test_3716,haze primary road cultivation slash_burn
test_3717,haze primary habitation road cultivation slash_burn
test_3718,haze primary habitation road cultivation slash_burn
test_3719,haze primary habitation road cultivation slash_burn conventional_mine
test_3720,haze primary habitation road cultivation slash_burn conventional_mine
test_3721,haze habitation road cultivation slash_burn
test_3722,haze primary habitation road cultivation slash_burn conventional_mine blooming
test_3723,haze primary habitation road cultivation slash_burn
test_3724,haze primary habitation road cultivation slash_burn
